[2022-05-23 15:09:22] [INFO] Iter: 0 === train loss: 2.410, train acc: 0.16, val loss: 2.39, val acc: 0.10 *
[2022-05-23 15:09:33] [INFO] Iter: 100 === train loss: 2.337, train acc: 0.11, val loss: 2.31, val acc: 0.10 *
[2022-05-23 15:09:45] [INFO] Iter: 200 === train loss: 2.308, train acc: 0.09, val loss: 2.31, val acc: 0.10 *
[2022-05-23 15:09:56] [INFO] Iter: 300 === train loss: 2.301, train acc: 0.08, val loss: 2.30, val acc: 0.10 *
[2022-05-23 15:10:07] [INFO] Iter: 400 === train loss: 2.308, train acc: 0.11, val loss: 2.30, val acc: 0.10 *
[2022-05-23 15:10:18] [INFO] Iter: 500 === train loss: 2.298, train acc: 0.09, val loss: 2.30, val acc: 0.10 *
[2022-05-23 15:10:28] [INFO] Iter: 600 === train loss: 2.307, train acc: 0.03, val loss: 2.30, val acc: 0.10 
[2022-05-23 15:10:39] [INFO] Iter: 700 === train loss: 2.300, train acc: 0.11, val loss: 2.30, val acc: 0.10 *
[2022-05-23 15:10:50] [INFO] Iter: 800 === train loss: 2.308, train acc: 0.06, val loss: 2.30, val acc: 0.10 
[2022-05-23 15:11:00] [INFO] Iter: 900 === train loss: 2.309, train acc: 0.06, val loss: 2.30, val acc: 0.10 *
[2022-05-23 15:11:10] [INFO] Iter: 1000 === train loss: 2.301, train acc: 0.12, val loss: 2.30, val acc: 0.10 *
[2022-05-23 15:11:20] [INFO] Iter: 1100 === train loss: 2.310, train acc: 0.14, val loss: 2.30, val acc: 0.10 *
[2022-05-23 15:11:30] [INFO] Iter: 1200 === train loss: 2.305, train acc: 0.08, val loss: 2.28, val acc: 0.15 *
[2022-05-23 15:11:40] [INFO] Iter: 1300 === train loss: 2.263, train acc: 0.16, val loss: 2.24, val acc: 0.14 *
[2022-05-23 15:11:50] [INFO] Iter: 1400 === train loss: 2.153, train acc: 0.28, val loss: 2.16, val acc: 0.21 *
[2022-05-23 15:12:00] [INFO] Iter: 1500 === train loss: 2.080, train acc: 0.23, val loss: 2.03, val acc: 0.33 *
[2022-05-23 15:12:10] [INFO] Iter: 1600 === train loss: 1.844, train acc: 0.38, val loss: 1.91, val acc: 0.32 *
[2022-05-23 15:12:20] [INFO] Iter: 1700 === train loss: 2.003, train acc: 0.22, val loss: 1.83, val acc: 0.35 *
[2022-05-23 15:12:30] [INFO] Iter: 1800 === train loss: 1.808, train acc: 0.31, val loss: 1.75, val acc: 0.34 *
[2022-05-23 15:12:40] [INFO] Iter: 1900 === train loss: 1.731, train acc: 0.34, val loss: 1.70, val acc: 0.41 *
[2022-05-23 15:12:50] [INFO] Iter: 2000 === train loss: 1.742, train acc: 0.28, val loss: 1.65, val acc: 0.38 *
[2022-05-23 15:13:00] [INFO] Iter: 2100 === train loss: 1.661, train acc: 0.41, val loss: 1.61, val acc: 0.40 *
[2022-05-23 15:13:09] [INFO] Iter: 2200 === train loss: 1.642, train acc: 0.47, val loss: 1.60, val acc: 0.42 *
[2022-05-23 15:13:19] [INFO] Iter: 2300 === train loss: 1.581, train acc: 0.42, val loss: 1.55, val acc: 0.44 *
[2022-05-23 15:13:29] [INFO] Iter: 2400 === train loss: 1.596, train acc: 0.44, val loss: 1.52, val acc: 0.45 *
[2022-05-23 15:13:39] [INFO] Iter: 2500 === train loss: 1.456, train acc: 0.44, val loss: 1.49, val acc: 0.45 *
[2022-05-23 15:13:49] [INFO] Iter: 2600 === train loss: 1.505, train acc: 0.36, val loss: 1.46, val acc: 0.47 *
[2022-05-23 15:13:59] [INFO] Iter: 2700 === train loss: 1.390, train acc: 0.52, val loss: 1.44, val acc: 0.49 *
[2022-05-23 15:14:09] [INFO] Iter: 2800 === train loss: 1.589, train acc: 0.36, val loss: 1.43, val acc: 0.49 *
[2022-05-23 15:14:18] [INFO] Iter: 2900 === train loss: 1.433, train acc: 0.38, val loss: 1.39, val acc: 0.52 *
[2022-05-23 15:14:28] [INFO] Iter: 3000 === train loss: 1.313, train acc: 0.53, val loss: 1.37, val acc: 0.52 *
[2022-05-23 15:14:38] [INFO] Iter: 3100 === train loss: 1.516, train acc: 0.50, val loss: 1.32, val acc: 0.54 *
[2022-05-23 15:14:48] [INFO] Iter: 3200 === train loss: 1.243, train acc: 0.48, val loss: 1.32, val acc: 0.52 *
[2022-05-23 15:14:58] [INFO] Iter: 3300 === train loss: 1.388, train acc: 0.53, val loss: 1.28, val acc: 0.56 *
[2022-05-23 15:15:07] [INFO] Iter: 3400 === train loss: 1.264, train acc: 0.50, val loss: 1.24, val acc: 0.58 *
[2022-05-23 15:15:17] [INFO] Iter: 3500 === train loss: 1.412, train acc: 0.53, val loss: 1.22, val acc: 0.59 *
[2022-05-23 15:15:27] [INFO] Iter: 3600 === train loss: 1.131, train acc: 0.64, val loss: 1.20, val acc: 0.60 *
[2022-05-23 15:15:36] [INFO] Iter: 3700 === train loss: 1.144, train acc: 0.61, val loss: 1.18, val acc: 0.60 *
[2022-05-23 15:15:46] [INFO] Iter: 3800 === train loss: 0.984, train acc: 0.70, val loss: 1.15, val acc: 0.62 *
[2022-05-23 15:15:57] [INFO] Iter: 3900 === train loss: 1.189, train acc: 0.53, val loss: 1.14, val acc: 0.62 *
[2022-05-23 15:16:08] [INFO] Iter: 4000 === train loss: 1.080, train acc: 0.58, val loss: 1.13, val acc: 0.62 *
[2022-05-23 15:16:18] [INFO] Iter: 4100 === train loss: 1.272, train acc: 0.55, val loss: 1.11, val acc: 0.62 *
[2022-05-23 15:16:28] [INFO] Iter: 4200 === train loss: 1.322, train acc: 0.56, val loss: 1.08, val acc: 0.65 *
[2022-05-23 15:16:38] [INFO] Iter: 4300 === train loss: 1.006, train acc: 0.62, val loss: 1.06, val acc: 0.65 *
[2022-05-23 15:16:48] [INFO] Iter: 4400 === train loss: 0.979, train acc: 0.67, val loss: 1.06, val acc: 0.65 *
[2022-05-23 15:16:58] [INFO] Iter: 4500 === train loss: 1.086, train acc: 0.58, val loss: 1.04, val acc: 0.67 *
[2022-05-23 15:17:09] [INFO] Iter: 4600 === train loss: 0.981, train acc: 0.72, val loss: 1.02, val acc: 0.67 *
[2022-05-23 15:17:19] [INFO] Iter: 4700 === train loss: 0.889, train acc: 0.62, val loss: 1.01, val acc: 0.68 *
[2022-05-23 15:17:29] [INFO] Iter: 4800 === train loss: 0.862, train acc: 0.69, val loss: 0.99, val acc: 0.67 *
[2022-05-23 15:17:39] [INFO] Iter: 4900 === train loss: 1.027, train acc: 0.66, val loss: 0.98, val acc: 0.69 *
[2022-05-23 15:17:49] [INFO] Iter: 5000 === train loss: 0.981, train acc: 0.66, val loss: 0.96, val acc: 0.69 *
[2022-05-23 15:17:59] [INFO] Iter: 5100 === train loss: 0.867, train acc: 0.73, val loss: 0.95, val acc: 0.68 *
[2022-05-23 15:18:09] [INFO] Iter: 5200 === train loss: 0.837, train acc: 0.77, val loss: 0.95, val acc: 0.68 
[2022-05-23 15:18:19] [INFO] Iter: 5300 === train loss: 1.035, train acc: 0.66, val loss: 0.92, val acc: 0.70 *
[2022-05-23 15:18:29] [INFO] Iter: 5400 === train loss: 0.842, train acc: 0.75, val loss: 0.91, val acc: 0.70 *
[2022-05-23 15:18:39] [INFO] Iter: 5500 === train loss: 0.881, train acc: 0.69, val loss: 0.89, val acc: 0.71 *
[2022-05-23 15:18:48] [INFO] Iter: 5600 === train loss: 1.083, train acc: 0.69, val loss: 0.88, val acc: 0.72 *
[2022-05-23 15:19:01] [INFO] Iter: 5700 === train loss: 0.936, train acc: 0.70, val loss: 0.87, val acc: 0.72 *
[2022-05-23 15:19:14] [INFO] Iter: 5800 === train loss: 0.808, train acc: 0.72, val loss: 0.85, val acc: 0.73 *
[2022-05-23 15:19:25] [INFO] Iter: 5900 === train loss: 0.881, train acc: 0.78, val loss: 0.84, val acc: 0.73 *
[2022-05-23 15:19:35] [INFO] Iter: 6000 === train loss: 1.017, train acc: 0.70, val loss: 0.83, val acc: 0.73 *
[2022-05-23 15:19:47] [INFO] Iter: 6100 === train loss: 1.121, train acc: 0.61, val loss: 0.82, val acc: 0.73 *
[2022-05-23 15:19:59] [INFO] Iter: 6200 === train loss: 0.946, train acc: 0.72, val loss: 0.82, val acc: 0.73 *
[2022-05-23 15:20:09] [INFO] Iter: 6300 === train loss: 0.987, train acc: 0.70, val loss: 0.80, val acc: 0.74 *
[2022-05-23 15:20:19] [INFO] Iter: 6400 === train loss: 0.721, train acc: 0.72, val loss: 0.80, val acc: 0.74 
[2022-05-23 15:20:29] [INFO] Iter: 6500 === train loss: 0.950, train acc: 0.75, val loss: 0.79, val acc: 0.74 *
[2022-05-23 15:20:39] [INFO] Iter: 6600 === train loss: 0.454, train acc: 0.86, val loss: 0.77, val acc: 0.75 *
[2022-05-23 15:20:49] [INFO] Iter: 6700 === train loss: 0.979, train acc: 0.64, val loss: 0.77, val acc: 0.75 *
[2022-05-23 15:20:59] [INFO] Iter: 6800 === train loss: 0.724, train acc: 0.72, val loss: 0.76, val acc: 0.75 *
[2022-05-23 15:21:09] [INFO] Iter: 6900 === train loss: 0.998, train acc: 0.62, val loss: 0.74, val acc: 0.76 *
[2022-05-23 15:21:19] [INFO] Iter: 7000 === train loss: 0.844, train acc: 0.70, val loss: 0.74, val acc: 0.76 *
[2022-05-23 15:21:30] [INFO] Iter: 7100 === train loss: 0.987, train acc: 0.72, val loss: 0.73, val acc: 0.77 *
[2022-05-23 15:21:40] [INFO] Iter: 7200 === train loss: 0.640, train acc: 0.80, val loss: 0.72, val acc: 0.77 *
[2022-05-23 15:21:50] [INFO] Iter: 7300 === train loss: 0.401, train acc: 0.91, val loss: 0.71, val acc: 0.77 *
[2022-05-23 15:22:01] [INFO] Iter: 7400 === train loss: 0.502, train acc: 0.86, val loss: 0.70, val acc: 0.78 *
[2022-05-23 15:22:13] [INFO] Iter: 7500 === train loss: 0.741, train acc: 0.77, val loss: 0.70, val acc: 0.78 *
[2022-05-23 15:22:25] [INFO] Iter: 7600 === train loss: 1.015, train acc: 0.69, val loss: 0.69, val acc: 0.78 *
