[2022-05-23 15:06:41] [INFO] Iter: 0 === train loss: 2.305, train acc: 0.09, val loss: 2.30, val acc: 0.10 *
[2022-05-23 15:07:02] [INFO] Iter: 100 === train loss: 2.190, train acc: 0.19, val loss: 2.11, val acc: 0.32 *
[2022-05-23 15:07:24] [INFO] Iter: 200 === train loss: 1.841, train acc: 0.44, val loss: 1.74, val acc: 0.46 *
[2022-05-23 15:07:46] [INFO] Iter: 300 === train loss: 1.668, train acc: 0.45, val loss: 1.50, val acc: 0.52 *
[2022-05-23 15:08:08] [INFO] Iter: 400 === train loss: 1.446, train acc: 0.45, val loss: 1.32, val acc: 0.58 *
[2022-05-23 15:08:31] [INFO] Iter: 500 === train loss: 1.214, train acc: 0.66, val loss: 1.20, val acc: 0.62 *
[2022-05-23 15:08:55] [INFO] Iter: 600 === train loss: 1.112, train acc: 0.67, val loss: 1.10, val acc: 0.64 *
[2022-05-23 15:09:19] [INFO] Iter: 700 === train loss: 1.157, train acc: 0.67, val loss: 1.02, val acc: 0.68 *
[2022-05-23 15:09:51] [INFO] Iter: 800 === train loss: 0.903, train acc: 0.61, val loss: 0.96, val acc: 0.70 *
[2022-05-23 15:10:25] [INFO] Iter: 900 === train loss: 1.091, train acc: 0.61, val loss: 0.91, val acc: 0.71 *
[2022-05-23 15:10:58] [INFO] Iter: 1000 === train loss: 0.893, train acc: 0.72, val loss: 0.86, val acc: 0.73 *
[2022-05-23 15:11:31] [INFO] Iter: 1100 === train loss: 0.882, train acc: 0.73, val loss: 0.82, val acc: 0.74 *
[2022-05-23 15:12:05] [INFO] Iter: 1200 === train loss: 1.057, train acc: 0.69, val loss: 0.79, val acc: 0.75 *
[2022-05-23 15:12:39] [INFO] Iter: 1300 === train loss: 0.816, train acc: 0.75, val loss: 0.75, val acc: 0.77 *
[2022-05-23 15:13:14] [INFO] Iter: 1400 === train loss: 0.824, train acc: 0.72, val loss: 0.72, val acc: 0.77 *
[2022-05-23 15:13:49] [INFO] Iter: 1500 === train loss: 0.758, train acc: 0.73, val loss: 0.70, val acc: 0.78 *
